id,created_at,text
1021487262033436674,2018-07-23 20:08:36,American manufacturers gathered at the White House today to showcase American-made goods from all 50 states.\xe2\x80\xa6
1021484611380170752,2018-07-23 19:58:04,SecretaryPerry: Thank you  POTUS and  VP for highlighting the hard work of American businesses and workers at today\xe2\x80\x99s  WhiteHouse \xe2\x80\x9cMade\xe2\x80\xa6
1021476484039372800,2018-07-23 19:25:46,President Trump Participates in the Made in America Product Showcase
1021470986842107904,2018-07-23 19:03:55,SBALinda: Checking out all the #MadeInAmerica businesses with the  VP! A true testament of the #AmericanWorker.
1021464218976088066,2018-07-23 18:37:02,Made in America: Businesses and Workers are Thriving Under President Trump \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 \n\nRead more:
1021463777554944001,2018-07-23 18:35:17,SecretaryAcosta: Grateful for the American job creators I met today at the  POTUS\xe2\x80\x99s Made in America Product Showcase at the  WhiteHouse\xe2\x80\xa6
1021461789802889217,2018-07-23 18:27:23,nasahqphoto: The  NASA_Orion spacecraft is seen on the South Lawn of the  WhiteHouse on Sunday afternoon in advance of the White House\xe2\x80\x99\xe2\x80\xa6
1021460313718378499,2018-07-23 18:21:31,VP: Great showcase of American ingenuity and production today at the  WhiteHouse. The hard-working people across the United States crea\xe2\x80\xa6
1021444344841162755,2018-07-23 17:18:03,It\xe2\x80\x99s #MadeinAmerica day here at the White House! We have welcomed companies from all 50 states who are proudly maki\xe2\x80\xa6
1021438055205556224,2018-07-23 16:53:04,"We must tear down unnecessary barriers to work,  SecretaryAcosta says. \n\nRead his op-ed on how the Trump Administra\xe2\x80\xa6"
1021422452193349632,2018-07-23 15:51:04,"\xe2\x80\x9cFor Gaza peace, tell the truth about Hamas,\xe2\x80\x9d say  nikkihaley,  USAmbIsrael,  jdgreenblatt45, and Jared Kushner."
1021235509010583553,2018-07-23 03:28:13,"To Iranian President Rouhani: NEVER, EVER THREATEN THE UNITED STATES AGAIN OR YOU WILL SUFFER CONSEQUENCES THE LIKES O\xe2\x80\xa6"
1021148159307894785,2018-07-22 21:41:07,Happy Birthday  SenatorDole!
1021131019318067202,2018-07-22 20:33:01,"Judge Kavanaugh understands that the role of a judge is to faithfully interpret the law, not to legislate from the\xe2\x80\xa6"
1021079427034370048,2018-07-22 17:08:00,"""The Trump Administration is taking a bold step to help manufacturers and lift up more people across this country.""\xe2\x80\xa6"
1021043941532209153,2018-07-22 14:47:00,. IvankaTrump: \xe2\x80\x9cWe are calling upon government and the private sector to equip our students and workers with the sk\xe2\x80\xa6
1020756045583605762,2018-07-21 19:43:00,"\xe2\x80\x9cAs a result of the President\xe2\x80\x99s action, companies are signing pledges to invest in millions of working Americans. I\xe2\x80\xa6"
1020735912660144129,2018-07-21 18:23:00,"President Trump promised to make government work for ordinary Americans, and support for workforce training is key\xe2\x80\xa6"
1020732894963294208,2018-07-21 18:11:01,"b""Learn more about the Presidents nominee for the United States Supreme Court, Judge Brett Kavanaugh \xe2\xac\x87\xef\xb8\x8f"
1020676520505946113,2018-07-21 14:27:00,IvankaTrump joined the President as 23 companies pledged more than 3.8 MILLION new opportunities for the training\xe2\x80\xa6
1020408430299926530,2018-07-20 20:41:42,"SecretaryAcosta: During my visit to the 787 Dreamliner production line in South Carolina,  Boeing signed  POTUS\xe2\x80\x99s Pledge to America\xe2\x80\x99s W\xe2\x80\xa6"
1020373528347111429,2018-07-20 18:23:01,"President Trump promised to make government work for ordinary Americans, and support for workforce training is key\xe2\x80\xa6"
1020356287459184641,2018-07-20 17:14:30,VP: Our hearts break for the tragic loss of life in Missouri today. Karen and I send our deepest sympathies and are praying for the vic\xe2\x80\xa6
1020331986345488395,2018-07-20 15:37:57,IvankaTrump: . WhiteHouse National Council for the American Worker together w/ the private sector is working to equip students + worker\xe2\x80\xa6
1020328211366883328,2018-07-20 15:22:57,"The President\s latest executive order reflects his commitment to fight for ""the forgotten men and women of America\xe2\x80\xa6"
1020313749239091202,2018-07-20 14:25:28,"b""The American workforce is one of this country\xe2\x80\x99s greatest assets, and Americas workers deserve better opportunities\xe2\x80\xa6"
1020312881324273669,2018-07-20 14:22:02,". USAmbIsrael,  jdgreenblatt45, and Jared Kushner say one reality is painfully clear: The nightmare of Hamas\xe2\x80\x99 leade\xe2\x80\xa6"
1020305074034266113,2018-07-20 13:51:00,"Former students sing the praises of Judge Kavanaugh in the  nytimes, and it is worth the read \xe2\xac\x87\xef\xb8\x8f \n"
1020285256908361731,2018-07-20 12:32:15,My deepest sympathies to the families and friends of those involved in the terrible boat accident which just took plac\xe2\x80\xa6
1020105508936716294,2018-07-20 00:38:00,"President Trump promised to make government work for ordinary Americans, and support for workforce training is key\xe2\x80\xa6"
1020093177527775232,2018-07-19 23:49:00,"\xe2\x80\x9cMajor US companies sign new job training pledge at White House,\xe2\x80\x9d Gabby Morrongiello reports in the Washington Exam\xe2\x80\xa6"
1020083114750734343,2018-07-19 23:09:01,"\xe2\x80\x9cWith rare exceptions, they praised his mastery of legal materials, intellectual rigor, fair-mindedness and accessi\xe2\x80\xa6"
1020054929602502656,2018-07-19 21:17:01,"b""Today, 23 companies pledged 3,817,700 new opportunities for Americas workers!"
1020047512948756480,2018-07-19 20:47:33,"This afternoon, President Trump signed an executive order to establish the National Council for the American Worker."
1020045763714453504,2018-07-19 20:40:36,FLOTUS: I had a wonderful time visiting  MicrosoftIPC &amp; meeting the students on their Council for Digital Good. Thank you students for\xe2\x80\xa6
1020045538404651008,2018-07-19 20:39:42,The Trump Administration is taking historic steps to ensure that every American has the chance to realize their ful\xe2\x80\xa6
1020043296834371584,2018-07-19 20:30:48,President Trump said the industry leaders who joined him at the White House today are united by the same goal: to t\xe2\x80\xa6
1020022561545994240,2018-07-19 19:08:24,President Trump Hosts the Pledge to America\xe2\x80\x99s Workers Event
1020014213601906688,2018-07-19 18:35:14,Tune in LIVE at 3:00 p.m. EDT
1019983454832873472,2018-07-19 16:33:00,"\xe2\x80\x9cBy recognizing the full breadth of the \xe2\x80\x98skills gap\xe2\x80\x99 challenge and the cost to U.S. workers, the president has help\xe2\x80\xa6"
1019965339537420288,2018-07-19 15:21:01,"Kathleen Kraninger has dedicated her career to public service, taking on a range of leadership roles in both the ex\xe2\x80\xa6"
1019959799042203649,2018-07-19 14:59:00,Kathleen Kraninger is the right leader to reform and refocus the Bureau of Consumer Financial Protection:\n\xe2\x9c\x85 Dedicat\xe2\x80\xa6
1019955771965165568,2018-07-19 14:43:00,"Today, industry leaders and small business representatives will come to the White House to sign a Pledge to America\xe2\x80\xa6"
1019953002990383104,2018-07-19 14:32:00,"This morning,  IvankaTrump sat down with CNBC to discuss the importance of workforce training and development."
1019927838106046464,2018-07-19 12:52:00,"SenateGOP: \xe2\x80\x9cJudge Brett Kavanaugh, one of the most widely respected judges in the country.\xe2\x80\x9d \xe2\x80\x93  ChuckGrassley, chairman of the Senate Ju\xe2\x80\xa6"
1019922052483076096,2018-07-19 12:29:01,"""Bipartisan bill would bring needed funds to deteriorating National Park Service infrastructure.""\n\nRead more from\xe2\x80\xa6"
1019740105471389696,2018-07-19 00:26:01,". IvankaTrump: ""Our vision is to create a workforce culture that fosters and prioritizes life-long learning.""\n\nRead\xe2\x80\xa6"
1019735321620213760,2018-07-19 00:07:01,"b""Check out  IvankaTrumps op-ed in todays edition of West Wing Reads \xe2\x9e\xa1\xef\xb8\x8f \xef\xb8\x8f"
1019728020469354497,2018-07-18 23:38:00,". IvankaTrump: \xe2\x80\x9cRecognizing that the American workforce is our country\xe2\x80\x99s greatest national asset, tomorrow Presiden\xe2\x80\xa6"
1019718960848125952,2018-07-18 23:02:00,"As part of the President\xe2\x80\x99s push to get more people buying and hiring American,  IvankaTrump and other Administratio\xe2\x80\xa6"
1019710152772018176,2018-07-18 22:27:00,. \xe2\x80\x9cSo many companies are moving back to the United States\xe2\x80\xa6 and we need people. We need trained peo\xe2\x80\xa6
1019700086425640960,2018-07-18 21:47:00,"Today President Trump held a Cabinet meeting focused on workforce training and development, part of the Administrat\xe2\x80\xa6"
1019684218757099520,2018-07-18 20:43:57,VP: . POTUS &amp; I are looking forward to working w/  IvankaTrump &amp; other Cabinet officials on workforce training. I truly believe vocatio\xe2\x80\xa6
1019677159940677638,2018-07-18 20:15:54,FLOTUS: The dedicated  SecretService work tirelessly &amp; often behind the scenes to keep our family safe.   POTUS &amp; I thank you for your\xe2\x80\xa6
1019648245860130821,2018-07-18 18:21:00,IvankaTrump: In launching a National Workforce Strategy  realDonaldTrump and this Admin are working to fill vacant American jobs with A\xe2\x80\xa6
1019644222809563137,2018-07-18 18:05:01,Statement from President Trump on the passing of United States Secret Service Special Agent Nole Edward Remagen.
1019625093767495680,2018-07-18 16:49:00,"Since Inauguration Day 2017, the U.S. economy has added tons of jobs\xe2\x80\x94about 3 million, to be exact. Many of these jo\xe2\x80\xa6"
1019622577126494209,2018-07-18 16:39:00,SecretService: In Remembrance: Special Agent Nole E. Remagen. This week the U.S. Secret Service lost one of America\xe2\x80\x99s finest. We ask fo\xe2\x80\xa6
1019598852297515008,2018-07-18 15:04:44,FLOTUS: Congratulations to the  FEMA YPC members for being best &amp; leading their communities in building a culture of preparedness.  The\xe2\x80\xa6
1019391307922464769,2018-07-18 01:20:01,"\xe2\x80\x9cWith more companies expanding, hiring and raising wages, it is time to deliver better workforce training so that a\xe2\x80\xa6"
1019359596144709635,2018-07-17 23:14:01,"""Trump\s aluminum tariffs restore a crucial industry and protect American jobs,"" industry leaders Jesse Gary and Bo\xe2\x80\xa6"
1019355819123597313,2018-07-17 22:59:00,"From the beginning of his Administration, President Trump has taken action to defend our election system from meddl\xe2\x80\xa6"
1019338203017416704,2018-07-17 21:49:00,"The Administration supports the BUILD Act of 2018.  With important changes made since introduction, it will advance\xe2\x80\xa6"
1019318069309689857,2018-07-17 20:29:00,"President Trump: \xe2\x80\x9cYesterday, we made significant progress toward addressing some of the worst conflicts on Earth.\xe2\x80\x9d"
1019311056471101440,2018-07-17 20:01:08,WhiteHouseCEA: Addressing America\xe2\x80\x99s Reskilling Challenge
1019298293308772353,2018-07-17 19:10:25,President Trump: \xe2\x80\x9cI don\xe2\x80\x99t see any reason why it wouldn\xe2\x80\x99t be Russia\xe2\x80\xa6 We are doing everything in our power to prevent\xe2\x80\xa6
1019294921826549760,2018-07-17 18:57:01,President Trump discusses his meetings at NATO and with U.K. Prime Minister May.
1019290705716445184,2018-07-17 18:40:16,"FLOTUS: Belgium \xf0\x9f\x87\xa7\xf0\x9f\x87\xaa, UK \xf0\x9f\x87\xac\xf0\x9f\x87\xa7, Finland \xf0\x9f\x87\xab\xf0\x9f\x87\xae \nThank you for your warm hospitality! \xf0\x9f\x87\xba\xf0\x9f\x87\xb8"
1019266489197760512,2018-07-17 17:04:02,"The bottom line: Americans want peace, not conflict. \xe2\x80\x9cNothing would be easier politically than to refuse to meet, t\xe2\x80\xa6"
1018961973969670147,2018-07-16 20:54:00,"Judge Brett Kavanaugh has a ""connection with nearly every justice"" on the Supreme Court and a ""reputation as a stra\xe2\x80\xa6"
1018958265810501632,2018-07-16 20:39:16,"A productive dialogue is not only good for the United States and good for Russia, but it is good for the world. #HELSI\xe2\x80\xa6"
1018958255953928193,2018-07-16 20:39:14,"I would rather take a political risk in pursuit of peace, than to risk peace in pursuit of politics. #HELSINKI2018 htt\xe2\x80\xa6"
1018948628692398080,2018-07-16 20:00:58,"As I said today and many times before, \xe2\x80\x9cI have GREAT confidence in MY intelligence people.\xe2\x80\x9d However, I also recognize\xe2\x80\xa6"
1018910390841823232,2018-07-16 17:29:02,"During their joint press conference, President Putin presented President Trump with a soccer ball. The United State\xe2\x80\xa6"
1018908369392824320,2018-07-16 17:21:00,"President Trump, during a press conference with President Putin, spoke of the constructive day they had, as well as\xe2\x80\xa6"
1018906879370678272,2018-07-16 17:15:05,President Trump during a joint press conference with President Putin:
1018903588158955520,2018-07-16 17:02:00,. \xe2\x80\x9cCooperation between our two countries has the potential to save hundreds of thousands of lives.\xe2\x80\x9d
1018902336759042051,2018-07-16 16:57:02,"As President Trump met with Russian President Putin today, America\xe2\x80\x99s role as a tough world leader is more secure th\xe2\x80\xa6"
1018902301266702337,2018-07-16 16:56:53,"Thank you Helsinki, Finland!"
1018902084857532417,2018-07-16 16:56:01,". ""From the earliest days of our Republic, American leaders have understood that diplomacy and eng\xe2\x80\xa6"
1018898812004372481,2018-07-16 16:43:01,". ""A productive dialogue is not only good for the United States, and good for Russia, but it is go\xe2\x80\xa6"
1018898304334168065,2018-07-16 16:41:00,\xe2\x80\x9cThe disagreements between our two countries are well-known and President Putin and I discussed them at length toda\xe2\x80\xa6
1018886236419719169,2018-07-16 15:53:03,". \xe2\x80\x9cNothing would be easier politically than to refuse to meet, to refuse to engage, but that would\xe2\x80\xa6"
1018875991123521538,2018-07-16 15:12:20,President Trump holds a joint press conference with the President Putin.\n\nLIVE NOW:
1018855281520926720,2018-07-16 13:50:03,President Trump Holds a Joint Press Conference with the President of the Russian Federation
1018827709441626112,2018-07-16 12:00:29,Happening Now: President Trump has a 1:1 bilateral meeting with President Putin. Later they will hold an expanded b\xe2\x80\xa6
1018818727868096512,2018-07-16 11:24:48,"Scavino45: President Trump &amp; President Putin at the Presidential Palace in Helsinki, Finland. #HELSINKI2018"
1018817510651715584,2018-07-16 11:19:57,It was an honor to join you this morning. Thank you!
1018813028148670464,2018-07-16 11:02:09,"President Trump has arrived at the Presidential Palace in Helsinki, Finland for his meeting with President Putin."
1018740042972516352,2018-07-16 06:12:08,"President Trump is in Helsinki, Finland. This morning he will meet with the President of the Republic of Finland.\xe2\x80\xa6"
1018535936953671681,2018-07-15 16:41:05,"Heading to Helsinki, Finland \xe2\x80\x93 looking forward to meeting with President Putin tomorrow. Unfortunately, no matter how\xe2\x80\xa6"
1018503958015377409,2018-07-15 14:34:01,"A majority of state Attorneys General wrote a letter to Senate leaders urging Judge Brett Kavanaugh\xe2\x80\x99s confirmation,\xe2\x80\xa6"
1018194420682801152,2018-07-14 18:04:01,Eighteen of Judge Brett Kavanaugh\xe2\x80\x99s former female law clerks signed a joint letter in support of his nomination. \xe2\x80\x9cI\xe2\x80\xa6
1018182602639990784,2018-07-14 17:17:04,"Yesterday,  FLOTUS visited the Royal Hospital Chelsea as well as accompanied  realDonaldTrump for tea with Her Maje\xe2\x80\xa6"
1018138548355194880,2018-07-14 14:22:00,"More than 160 members of the Yale community penned a letter in support of Yale alumnus Judge Brett Kavanaugh, whom\xe2\x80\xa6"
1018104293692493826,2018-07-14 12:05:53,FLOTUS: It was an honor to meet and have tea with Her Majesty Queen Elizabeth ll.  POTUS and I enjoyed the visit and her company very m\xe2\x80\xa6
1018104284683087873,2018-07-14 12:05:51,"FLOTUS: 2/2: Speaking with children from George\s Primary School to discuss their program ""Be the Best You Can Be"" was such a treat &amp; I\xe2\x80\xa6"
1018104276747542528,2018-07-14 12:05:49,FLOTUS: 1/2: Thank you Royal Hospital Chelsea for the warm welcome! I enjoyed my tour of the Wren Chapel &amp; Great Hall &amp; mtg your lovely\xe2\x80\xa6
1017873307293700102,2018-07-13 20:48:02,"The United Kingdom and the United States are bound together by a common historic heritage, language, and heroes."
1017861980508606464,2018-07-13 20:03:01,"At a press conference with U.K. Prime Minister  theresa_may, President  realDonaldTrump made it clear: ""We have bee\xe2\x80\xa6"
1017832540999176192,2018-07-13 18:06:02,\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xac\xf0\x9f\x87\xa7
1017829764562915329,2018-07-13 17:55:00,"""I\xe2\x80\x99d like to speak to a less well-known side of the Supreme Court nominee: his role as a mentor for young lawyers,\xe2\x80\xa6"
1017819951187537920,2018-07-13 17:16:01,Day 2 in England:  realDonaldTrump and  FLOTUS are currently having tea with Queen Elizabeth II at Windsor Castle.\xe2\x80\xa6
1017784966963294208,2018-07-13 14:57:00,". \xe2\x80\x9cAs we stand together this afternoon at Chequers, we continue a long tradition of friendship, co\xe2\x80\xa6"
1017782716518010881,2018-07-13 14:48:03,"Since landing in the United Kingdom,  realDonaldTrump joined Prime Minister  theresa_may and  FLOTUS for an arrival\xe2\x80\xa6"
1017775404277305344,2018-07-13 14:19:00,". \xe2\x80\x9cThe relationship between our two nations is indispensable to the cause of liberty, justice, and\xe2\x80\xa6"
1017774831817969665,2018-07-13 14:16:43,Joint Press Conference with Prime Minister Theresa May...\n
1017772132858716161,2018-07-13 14:06:00,". ""As we celebrate the special relationship between our two countries, on behalf of the American p\xe2\x80\xa6"
1017756691365015553,2018-07-13 13:04:38,FLOTUS: Wonderful dinner at Blenheim Palace last night with Mr. Philip May &amp;  theresa_may. Thank you for your gracious hospitality -  p\xe2\x80\xa6
1017751760042012672,2018-07-13 12:45:03,President Trump Participates in a Joint Press Conference with the Prime Minister of the UK
1017532558953910272,2018-07-12 22:14:01,"S.A. Miller in The Washington Times: ""Mission accomplished: Trump gets NATO members to spend more on defense""\n\nSee\xe2\x80\xa6"
1017519475141365767,2018-07-12 21:22:02,"First Lady Melania Trump accompanied her husband on his visit to Brussels, Belgium, for the 2018 North Atlantic Tre\xe2\x80\xa6"
1017517958829142020,2018-07-12 21:16:00,"""As a judge, Kavanaugh has a solid track record that reveals a consistent fidelity to the U.S. Constitution and a b\xe2\x80\xa6"
1017502204389777408,2018-07-12 20:13:24,Prime Minister Theresa May and her husband Philip held an arrival ceremony at Blenheim Palace for President Trump a\xe2\x80\xa6
1017485514256109568,2018-07-12 19:07:05,Earlier today  realDonaldTrump and  FLOTUS departed Belgium en route to the United Kingdom for the next leg of thei\xe2\x80\xa6
1017482734414041091,2018-07-12 18:56:02,President Trump\xe2\x80\x99s efforts to convince allies of the necessity to spend more on defense is finally paying dividends.
1017480214862073866,2018-07-12 18:46:01,The United States has long outspent allies in providing for the collective defense of the North Atlantic Treaty Org\xe2\x80\xa6
1017471919073955840,2018-07-12 18:13:03,". realDonaldTrump at NATO: ""I really believe through strength you get peace."""
1017465366497447936,2018-07-12 17:47:01,The Legal Community is Giving Rave Reviews to Judge Brett Kavanaugh\xe2\x80\x99s Nomination to the Supreme Court.\n\nRead more:
1017452527934234629,2018-07-12 16:56:00,"As the NATO summit concluded in Brussels today, President Trump held an extended press conference to explain what A\xe2\x80\xa6"
1017446736099332096,2018-07-12 16:32:59,A very nice note from Chairman Kim of North Korea. Great progress being made!
1017443785775697920,2018-07-12 16:21:16,"FLOTUS: A great visit in Belgium! Proud to represent the US at the spousal program during  NATO. Thank you to our host Belgium,  usembb\xe2\x80\xa6"
1017426361991024641,2018-07-12 15:12:02,"\xe2\x80\x9cTrump has been the most consequential president in history when it comes to minority employment. In June, for instanc\xe2\x80\xa6"
1017411599491952640,2018-07-12 14:13:22,Thank you #NATO2018!
1017403955545083904,2018-07-12 13:43:00,"""We made a tremendous amount of progress today... they have raised an additional $33 billion that\s been put up by\xe2\x80\xa6"
1017397043789221888,2018-07-12 13:15:32,President Trump arrives at London Stansted Airport aboard Air Force One.
1017363272163577858,2018-07-12 11:01:20,"#NATOSummit2018 Press Conference in Brussels, Belgium:\n"
1017177218957574144,2018-07-11 22:42:01,"""At the NATO summit, Trump is standing up for fair treatment for America,"" David Bossie reports in Fox News.\n\nRead\xe2\x80\xa6"
1017153830213992448,2018-07-11 21:09:05,"Scavino45: . POTUS  realDonaldTrump at #NATOSummit2018 in Brussels, Belgium."
1017147277889146880,2018-07-11 20:43:03,"b""Follow  realDonaldTrump and  FLOTUS trip to Europe in photos on the White House Facebook page:\xe2\x80\xa6"
1017112285838536704,2018-07-11 18:24:00,"IvankaTrump: This is true. \nThat said, it is been 25 years since FMLA passed and we are still at zero weeks of paid leave. \nThere has y\xe2\x80\xa6"
1017094256274464768,2018-07-11 17:12:22,President Trump and the First Lady Participate in the Welcoming Ceremony by the Host Nation Belgium
1017089393495076864,2018-07-11 16:53:02,"As the NATO summit began in Brussels, President Trump delivered a clear message to America\xe2\x80\x99s allies: The transatlan\xe2\x80\xa6"
1017074789272444928,2018-07-11 15:55:00,"New polling indicates that ""most voters oppose eliminating Immigration and Customs Enforcement \xe2\x80\x94 the homeland secur\xe2\x80\xa6"
1017065284111253510,2018-07-11 15:17:14,Just now:  realDonaldTrump and his friend  EmmanuelMacron met to discuss trade and NATO.
1016995470189776897,2018-07-11 10:39:49,"Bilateral Breakfast with NATO Secretary General in Brussels, Belgium..."
1016956540086087680,2018-07-11 08:05:07,President Trump met with the Secretary General of NATO this morning. Check  realDonaldTrump to see the message he d\xe2\x80\xa6
1016760450334314496,2018-07-10 19:05:56,"President Trump has landed in Brussels, where he will participate in the NATO Summit. Follow  realDonaldTrump,\xe2\x80\xa6"
1016741847140589571,2018-07-10 17:52:01,Continued Support for Judge Brett Kavanaugh\xe2\x80\x99s Nomination to the Supreme Court \xe2\x9e\xa1\xef\xb8\x8f
1016736813975834624,2018-07-10 17:32:01,"\xe2\x80\x9cThe judge\xe2\x80\x99s job is to interpret the law, not to make the law or make policy,\xe2\x80\x9d writes Judge Brett Kavanaugh, Presid\xe2\x80\xa6"
1016707075764781056,2018-07-10 15:33:51,SenateGOP: History in the making last night as  POTUS nominated Judge Brett Kavanaugh to the Supreme Court of the United States. #SCOTU\xe2\x80\xa6
1016702837936525313,2018-07-10 15:17:00,"Arizona Governor  dougducey: \xe2\x80\x9cCalls to abolish ICE are wrong and reckless. . . In border communities like this, law\xe2\x80\xa6"
1016696110663000064,2018-07-10 14:50:16,Informing the Republican Senators of my nomination of Judge Brett Kavanaugh. #SCOTUS
1016689753675034624,2018-07-10 14:25:01,"b""\xe2\x80\x9cWell, I have a solution: Tell people not to come to our country illegally. Thats the solution: Dont come to our\xe2\x80\xa6"
1016688752389959680,2018-07-10 14:21:02,FLOTUS: Wonderful to hear all 12 boys &amp; their coach are out of the cave in #Thailand. What an amazing &amp; heroic global effort! Wishing t\xe2\x80\xa6
1016668472309268480,2018-07-10 13:00:27,"On behalf of the United States, congratulations to the Thai Navy SEALs and all on the successful rescue of the 12 boys\xe2\x80\xa6"
1016518372320784387,2018-07-10 03:04:00,#WTAS: Support for President Donald J. Trump\xe2\x80\x99s Nomination of Judge Brett Kavanaugh to the Supreme Court
1016516070067331072,2018-07-10 02:54:51,"Tonight, it was my honor and privilege to nominate Judge Brett Kavanaugh to the United States Supreme Court. #SCOTUS h\xe2\x80\xa6"
1016515361125134336,2018-07-10 02:52:02,It was a historic night at the White House as President Trump nominated Judge Brett Kavanaugh for the U.S. Supreme\xe2\x80\xa6
1016504536993796096,2018-07-10 02:09:02,"Judge Kavanaugh is universally respected for his intellect, as well as his ability to persuade and build consensus.\xe2\x80\xa6"
1016502289283145730,2018-07-10 02:00:06,"Tonight, President Donald J. Trump nominated Judge Brett M. Kavanaugh to the United States Supreme Court."
1016499751855017985,2018-07-10 01:50:01,"b""President Trumps nomination of Judge Kavanaugh comes after a selection process marked by a historic degree of tran\xe2\x80\xa6"
1016498307722407936,2018-07-10 01:44:16,". ""Judge Kavanaugh has impeccable credentials, unsurpassed qualifications, and commitment to equal\xe2\x80\xa6"
1016494901364707328,2018-07-10 01:30:44,"VP: Promises Made, Promises Kept."
1016494067478421504,2018-07-10 01:27:25,. \xe2\x80\x9cTonight it is my honor and privilege to announce that I will nominate Judge Brett Kavanaugh to\xe2\x80\xa6
1016488677650894848,2018-07-10 01:06:00,President Trump will nominate Judge Brett M. Kavanaugh to the Supreme Court of the United States.
1016487183438340102,2018-07-10 01:00:04,President Trump Announces the Nominee for Associate Justice of the Supreme Court
1016480318172299265,2018-07-10 00:32:47,9 p.m. ET
1016475343799152640,2018-07-10 00:13:01,President Trump will announce his Supreme Court nominee from the East Room of the White House in less than one hour\xe2\x80\xa6
1016473076660224000,2018-07-10 00:04:01,"Lawrence Hurley in Reuters reports: ""Trump decides on Supreme Court pick, announcement to come""\n\nRead more in West\xe2\x80\xa6"
1016460365310451717,2018-07-09 23:13:30,Scavino45: \xf0\x9f\x9a\xa8Happening Now:\n POTUS  realDonaldTrump departs the Oval Office on a historic evening for our Nation (9:00pmE!) #SCOTUSNomin\xe2\x80\xa6
1016448382058024960,2018-07-09 22:25:53,"HAPPY 100TH BIHDAY to our amazing current and former Army Warrant Officers. Thank you for your century of service, a\xe2\x80\xa6"
1016375682035847168,2018-07-09 17:37:00,"Keeping his promise: President Trump\xe2\x80\x99s transparent, consistent, and principled process for choosing a Supreme Court\xe2\x80\xa6"
1016365114277187584,2018-07-09 16:55:01,"Tonight, President Trump will be joined by Vice President Mike Pence and senior leaders from Congress as he announc\xe2\x80\xa6"
1016083962173775873,2018-07-08 22:17:49,"VP: . POTUS\xe2\x80\x99 next SCOTUS nominee will uphold the God-given liberties enshrined in our Constitution. As he has said, \xe2\x80\x9cThe faithful appli\xe2\x80\xa6"
1016082310838530048,2018-07-08 22:11:15,Looking forward to announcing my final decision on the United States Supreme Court Justice at 9:00pmE tomorrow night a\xe2\x80\xa6
1015337345514704896,2018-07-06 20:51:01,"WASHINGTON EXAMINER: Jobless Claims Rise to 231,000, But Are Still Running at Historic Lows\n\nRead more:\xe2\x80\xa6"
1015331048597618689,2018-07-06 20:26:00,"Abolishing ICE would erase America\xe2\x80\x99s borders and open the floodgates to more crime, drugs, and terrorism."
1015316209934438403,2018-07-06 19:27:02,Abolishing ICE would mean:\n\xe2\x9d\x8celiminating the agency that deports aliens that pose a terrorist threat to the United S\xe2\x80\xa6
1015304881001951233,2018-07-06 18:42:01,VP: The heroes of  ICEgov are being attacked and demonized for the work that they do at an unprecedented rate. The threats against ICE\xe2\x80\xa6
1015300857716527105,2018-07-06 18:26:02,"The U.S. economy added a healthy 213,000 jobs in June, the latest in a string of positive headlines showing that co\xe2\x80\xa6"
1015296175610781697,2018-07-06 18:07:26,VP: Thanks  SecNielsen. It was an honor to be with the dedicated men and women of  ICEgov today \xe2\x80\x93 we are with you 100%!
1015274681010704384,2018-07-06 16:42:01,GALLUP Snapshot: Americans\xe2\x80\x99 Views of Job Market Remain Upbeat\n\nRead more about the thriving economy under President\xe2\x80\xa6
1015269396212867072,2018-07-06 16:21:01,"FOX NEWS: Food Stamp Enrollment Falls to 8-year Low as Trump Clamps Down on Fraud, Economy Improves\n\nRead more:\xe2\x80\xa6"
1015267792826912771,2018-07-06 16:14:39,"JOBS, JOBS, JOBS!"
1015253539864670208,2018-07-06 15:18:01,Want to have the latest information on President Trump\xe2\x80\x99s nominee to be the next Associate Justice of the Supreme Co\xe2\x80\xa6
1015250014119985152,2018-07-06 15:04:00,"There was even more red, white, and blue than usual around the White House this week for the Fourth of July. Take a\xe2\x80\xa6"
1015246158174785537,2018-07-06 14:48:41,"VP: . POTUS Trump\xe2\x80\x99s economic agenda is bringing jobs back in America! \xe2\xac\x86\xef\xb8\x8f213,000 new jobs in June and more than \xe2\xac\x86\xef\xb8\x8f3.6 million since Elec\xe2\x80\xa6"
1015233908785508352,2018-07-06 14:00:00,"\xe2\x80\x9cIn choosing Justice Kennedy\xe2\x80\x99s replacement, my greatest responsibility is to select a justice who will faithfully i\xe2\x80\xa6"
1015013710853758978,2018-07-05 23:25:01,"On Monday, July 9, President Trump will announce his nominee to be the next Associate Justice of the Supreme Court.\xe2\x80\xa6"
1014974197284696064,2018-07-05 20:48:00,Take a look back through the years at Fourth of July at the White House:
1014927640703193090,2018-07-05 17:43:00,"Yesterday, President Trump and the First Lady welcomed military families and other guests to the White House South\xe2\x80\xa6"
1014899985807302656,2018-07-05 15:53:07,"Yesterday,  realDonaldTrump and  FLOTUS participated in Fourth of July festivities at the White House!\n\nSee more:\xe2\x80\xa6"
1014704179733057536,2018-07-05 02:55:03,"Happy Birthday, America!"
1014696874790486016,2018-07-05 02:26:01,"Alexander Hamilton: ""There is a certain enthusiasm in liberty, that makes the human nature rise above itself, in ac\xe2\x80\xa6"
